"","playerID","yearID","stint","POS","G","GS","InnOuts","PO","A","E","DP"
"1999","guthrje01",2015,1,"P",30,24,445,13,27,1,0
"2000","gutiefr01",2015,1,"OF",46,36,928,67,3,1,1
"2001","guyerbr01",2015,1,"OF",110,76,2173,172,2,1,1
"2002","gyorkje01",2015,1,"1B",1,0,3,2,0,0,0
"2003","gyorkje01",2015,1,"2B",93,76,2141,117,230,2,46
"2004","gyorkje01",2015,1,"SS",29,28,662,37,58,1,15
"2005","hagadni01",2015,1,"P",36,0,82,1,3,0,0
"2006","haguema01",2015,1,"1B",3,2,51,17,1,0,0
"2007","haguema01",2015,1,"3B",1,0,9,0,1,0,0
"2008","hahnje01",2015,1,"P",16,16,290,10,13,1,1
"2009","haleda02",2015,1,"P",17,12,235,5,7,0,1
"2010","hallco01",2015,1,"P",7,0,25,0,0,0,0
"2011","hamelco01",2015,1,"P",20,20,386,5,20,2,0
"2012","hamelco01",2015,2,"P",12,12,251,5,5,0,1
"2013","hamilbi02",2015,1,"OF",110,109,2927,273,8,0,1
"2014","hamiljo03",2015,1,"OF",42,40,1035,70,2,0,0
"2015","hammeja01",2015,1,"P",31,31,512,8,23,2,1
"2016","handbr01",2015,1,"P",38,12,280,2,18,0,1
"2017","handdo01",2015,1,"P",1,0,9,0,0,0,0
"2018","hanigry01",2015,1,"C",53,51,1363,411,25,3,4
"2019","happja01",2015,1,"P",21,20,326,2,12,2,0
"2020","happja01",2015,2,"P",11,11,190,2,9,0,0
"2021","haranaa01",2015,1,"P",29,29,517,6,15,2,0
"2022","hardybl01",2015,1,"P",70,0,184,2,7,0,0
"2023","hardyjj01",2015,1,"SS",114,112,2984,141,301,3,57
"2024","harenda01",2015,1,"P",21,21,387,7,6,0,0
"2025","harenda01",2015,2,"P",11,11,175,2,3,0,0
"2026","harpebr03",2015,1,"OF",151,152,3912,297,9,7,2
"2027","harrijo05",2015,1,"2B",37,24,680,45,69,2,21
"2028","harrijo05",2015,1,"3B",72,57,1577,41,136,9,20
"2029","harrijo05",2015,1,"OF",22,15,425,26,1,3,0
"2030","harrima01",2015,1,"P",3,3,48,1,1,0,0
"2031","harrimi03",2015,1,"P",26,0,81,1,3,0,0
"2032","harriwi02",2015,1,"P",68,0,213,3,11,0,1
"2033","hartco01",2015,1,"1B",8,7,143,39,1,3,2
"2034","hartco01",2015,1,"OF",3,3,66,10,0,0,0
"2035","harvema01",2015,1,"P",29,29,568,6,19,2,1
"2036","hatchch02",2015,1,"P",49,0,117,3,1,0,0
"2037","hatlema01",2015,1,"P",2,0,4,0,0,0,0
"2038","hawkila01",2015,1,"P",24,0,67,2,5,0,1
"2039","hawkila01",2015,2,"P",18,0,49,0,3,0,0
"2040","hayesbr01",2015,1,"C",14,9,256,74,4,1,0
"2041","headlch01",2015,1,"1B",1,0,3,0,0,0,0
"2042","headlch01",2015,1,"3B",155,148,3960,99,302,23,25
"2043","heanean01",2015,1,"P",18,18,317,3,8,0,1
"2044","heathsl01",2015,1,"OF",17,6,213,20,0,0,0
"2045","hechaad01",2015,1,"SS",130,129,3361,173,373,9,93
"2046","hedgeau01",2015,1,"C",47,41,1052,366,26,4,1
"2047","heisech01",2015,1,"OF",28,17,490,27,1,0,0
"2048","hellije01",2015,1,"P",27,27,438,11,19,2,0
"2049","hembrhe01",2015,1,"P",22,0,76,0,1,0,0
"2050","hendrky01",2015,1,"P",32,32,540,17,29,0,2
"2051","hendrli01",2015,1,"P",58,0,194,4,4,0,0
"2052","hernace02",2015,1,"2B",88,75,2035,132,234,6,47
"2053","hernace02",2015,1,"3B",10,9,231,8,20,2,1
"2054","hernace02",2015,1,"SS",12,9,259,12,26,1,4
"2055","hernada01",2015,1,"P",40,0,101,3,2,1,0
"2056","hernaen02",2015,1,"2B",20,15,400,36,47,0,11
"2057","hernaen02",2015,1,"3B",1,1,24,0,0,0,0
"2058","hernaen02",2015,1,"OF",34,24,673,45,2,1,0
"2059","hernaen02",2015,1,"SS",16,11,319,11,34,2,2
"2060","hernafe02",2015,1,"P",31,31,605,13,26,2,2
"2061","hernago01",2015,1,"OF",6,1,51,1,0,0,0
"2062","hernaos01",2015,1,"C",13,7,232,74,11,0,2
"2063","herredi01",2015,1,"2B",29,27,730,53,85,2,19
"2064","herreel01",2015,1,"2B",36,30,763,52,99,3,14
"2065","herreel01",2015,1,"3B",47,32,952,26,72,6,8
"2066","herreel01",2015,1,"OF",4,0,26,4,0,0,0
"2067","herrejo03",2015,1,"2B",29,16,522,39,46,2,11
"2068","herrejo03",2015,1,"3B",16,9,264,6,18,1,0
"2069","herrejo03",2015,1,"SS",1,0,6,0,0,0,0
"2070","herreke01",2015,1,"P",72,0,209,5,6,0,0
"2071","herreod01",2015,1,"OF",136,121,3195,341,5,5,1
"2072","herrmch01",2015,1,"1B",2,0,12,3,1,0,2
"2073","herrmch01",2015,1,"C",38,32,834,205,15,3,3
"2074","herrmch01",2015,1,"OF",2,0,6,0,0,0,0
"2075","hesslke01",2015,1,"P",18,0,37,1,2,0,0
"2076","hestoch01",2015,1,"P",31,31,533,12,24,4,3
"2077","heywaja01",2015,1,"OF",147,144,3805,290,10,3,3
"2078","hicksaa01",2015,1,"OF",97,95,2547,244,9,1,2
"2079","hicksjo02",2015,1,"3B",1,0,6,1,0,0,0
"2080","hicksjo02",2015,1,"C",14,10,266,72,10,1,1
"2081","hillaa01",2015,1,"2B",47,38,1027,57,118,2,21
"2082","hillaa01",2015,1,"3B",38,33,876,23,57,4,8
"2083","hillri01",2015,1,"P",4,4,87,1,2,1,0
"2084","hillta01",2015,1,"P",6,0,36,1,1,0,0
"2085","hinojda01",2015,1,"P",1,0,5,0,0,0,0
"2086","hinojda01",2015,2,"P",18,0,69,1,0,0,0
"2087","hochelu01",2015,1,"P",49,0,152,4,7,0,2
"2088","hoeslj01",2015,1,"OF",7,4,111,6,0,0,0
"2089","holadbr01",2015,1,"1B",1,0,3,1,0,0,1
"2090","holadbr01",2015,1,"2B",1,0,3,0,0,0,0
"2091","holadbr01",2015,1,"C",18,15,414,112,5,0,1
"2092","hollade01",2015,1,"P",10,10,176,1,8,1,1
"2093","hollagr01",2015,1,"P",48,0,134,1,9,0,1
"2094","hollima01",2015,1,"OF",64,64,1486,85,0,0,0
"2095","holmbda01",2015,1,"P",6,6,85,1,2,0,0
"2096","holtbr01",2015,1,"1B",8,5,147,46,3,0,6
"2097","holtbr01",2015,1,"2B",58,49,1294,67,137,4,32
"2098","holtbr01",2015,1,"3B",33,24,681,16,47,3,2
"2099","holtbr01",2015,1,"OF",35,30,761,67,1,0,0
"2100","holtbr01",2015,1,"SS",11,7,210,11,27,2,7
"2101","holtty01",2015,1,"OF",9,5,156,13,0,0,0
"2102","holtty01",2015,2,"OF",5,3,87,13,0,0,0
"2103","hoovejj01",2015,1,"P",67,0,193,3,8,1,0
"2104","hosmeer01",2015,1,"1B",154,152,4064,1261,101,4,121
"2105","hosmeer01",2015,1,"OF",1,0,9,0,0,0,0
"2106","housead01",2015,1,"P",2,0,6,1,2,0,1
"2107","housetj01",2015,1,"P",4,4,39,0,1,0,0
"2108","howarry01",2015,1,"1B",116,112,2872,871,66,6,75
"2109","howeljp01",2015,1,"P",65,0,132,7,11,0,2
"2110","hudsoda01",2015,1,"P",64,1,203,5,7,1,0
"2111","hudsoti01",2015,1,"P",24,22,371,7,15,0,4
"2112","huffda01",2015,1,"P",3,1,18,0,3,0,0
"2113","hugheja02",2015,1,"P",76,0,201,4,15,1,0
"2114","hugheph01",2015,1,"P",27,25,466,5,17,0,0
"2115","hundlni01",2015,1,"C",102,100,2599,643,51,5,5
"2116","hunteto01",2015,1,"OF",123,121,3107,231,6,5,1
"2117","hunteto02",2015,1,"P",39,0,134,7,5,0,1
"2118","hunteto02",2015,2,"P",19,0,47,2,2,0,0
"2119","hutchdr01",2015,1,"P",30,28,451,6,15,0,3
"2120","hynesco01",2015,1,"P",5,0,9,0,0,0,0
"2121","iannech01",2015,1,"1B",2,0,15,5,0,0,0
"2122","iannech01",2015,1,"C",85,80,2156,624,44,3,3
"2123","ibarred01",2015,1,"P",2,0,12,0,0,0,0
"2124","iglesjo01",2015,1,"SS",119,115,3058,162,315,11,81
"2125","iglesra01",2015,1,"P",18,16,286,12,14,2,1
"2126","inciaen01",2015,1,"OF",122,116,3190,254,10,6,2
"2127","infanom01",2015,1,"2B",124,121,3181,193,320,10,67
"2128","ishiktr01",2015,1,"OF",1,1,15,0,0,0,0
"2129","ishiktr01",2015,2,"1B",12,5,187,68,7,1,9
"2130","ishiktr01",2015,2,"OF",5,4,72,2,0,0,0
"2131","iwakuhi01",2015,1,"P",20,20,389,6,21,0,1
"2132","jacksau01",2015,1,"OF",107,99,2697,271,2,3,1
"2133","jacksau01",2015,2,"OF",28,12,449,31,1,1,1
"2134","jacksed01",2015,1,"P",23,0,93,2,4,1,0
"2135","jacksed01",2015,2,"P",24,0,74,0,2,0,0
"2136","jacksja01",2015,1,"P",6,0,13,0,0,0,0
"2137","jackslu01",2015,1,"P",7,0,19,0,0,0,0
"2138","jacksry02",2015,1,"2B",17,3,141,5,12,1,1
"2139","jacksry02",2015,1,"3B",2,1,35,1,2,0,0
"2140","jacksry02",2015,1,"SS",3,0,12,0,1,0,0
"2141","jaimeju01",2015,1,"P",2,0,4,0,1,0,0
"2142","janispa01",2015,1,"2B",1,0,24,2,5,0,2
"2143","janispa01",2015,1,"SS",13,9,251,16,31,0,7
"2144","jankotr01",2015,1,"OF",32,27,702,49,1,1,0
"2145","janseke01",2015,1,"P",54,0,157,0,2,1,0
"2146","janssca01",2015,1,"P",48,0,120,4,6,0,0
"2147","jasojo01",2015,1,"OF",8,7,147,2,1,0,0
"2148","jayjo02",2015,1,"OF",64,53,1490,137,2,0,2
"2149","jeffrje01",2015,1,"P",72,0,204,4,8,2,0
"2150","jenkich01",2015,1,"P",2,0,11,0,0,0,0
"2151","jennida01",2015,1,"P",53,0,169,5,9,2,1
"2152","jennide01",2015,1,"OF",26,26,675,50,3,0,0
"2153","jepseke01",2015,1,"P",46,0,125,2,3,1,1
"2154","jepseke01",2015,2,"P",29,0,84,3,5,1,0
"2155","jimence01",2015,1,"P",3,0,10,0,0,0,0
"2156","jimence01",2015,2,"P",16,0,59,1,3,0,0
"2157","jimenlu02",2015,1,"2B",1,0,6,0,1,0,0
"2158","jimenlu02",2015,1,"3B",7,2,75,2,4,1,1
"2159","jimenub01",2015,1,"P",32,32,552,7,15,1,1
"2160","johnsbr02",2015,1,"P",1,1,13,0,0,0,0
"2161","johnsch05",2015,1,"1B",20,14,391,108,11,1,18
"2162","johnsch05",2015,1,"3B",23,20,479,9,27,3,4
"2163","johnsch05",2015,2,"1B",10,10,249,74,3,0,10
"2164","johnsch05",2015,2,"3B",4,4,105,0,6,0,0
"2165","johnsda06",2015,1,"1B",6,4,112,34,4,0,6
"2166","johnser04",2015,1,"P",6,6,105,2,2,0,0
"2167","johnsji04",2015,1,"P",49,0,144,3,2,1,0
"2168","johnsji04",2015,2,"P",23,0,56,1,4,0,0
"2169","johnske05",2015,1,"1B",20,15,417,111,18,3,22
"2170","johnske05",2015,1,"2B",1,0,9,2,0,0,0
"2171","johnske05",2015,1,"3B",11,6,157,4,9,2,0
"2172","johnske05",2015,1,"OF",31,27,597,45,2,2,0
"2173","johnske05",2015,2,"1B",5,2,73,23,2,0,3
"2174","johnske05",2015,2,"2B",27,22,603,31,61,2,9
"2175","johnske05",2015,2,"3B",1,1,27,0,1,1,0
"2176","johnske05",2015,2,"OF",6,3,88,5,0,0,0
"2177","johnske05",2015,2,"SS",1,1,27,2,2,1,1
"2178","johnsmi04",2015,1,"2B",33,32,840,58,76,3,14
"2179","johnsre02",2015,1,"OF",4,2,67,5,0,0,0
"2180","johnsst02",2015,1,"P",6,0,16,0,0,0,0
"2181","jonesad01",2015,1,"OF",134,134,3506,317,13,3,4
"2182","jonesga02",2015,1,"1B",21,10,304,103,12,0,10
"2183","jonesga02",2015,1,"OF",27,18,493,34,0,0,0
"2184","jonesga02",2015,1,"P",1,0,2,0,0,0,0
"2185","jonesja06",2015,1,"OF",27,6,295,21,0,0,0
"2186","jonesna01",2015,1,"P",19,0,57,1,3,0,0
"2187","jordata01",2015,1,"P",4,1,51,1,4,0,0
"2188","josepca01",2015,1,"1B",1,0,6,2,0,0,1
"2189","josepca01",2015,1,"C",94,93,2479,749,45,3,3
"2190","joycema01",2015,1,"OF",65,58,1409,95,2,1,0
"2191","jungmta01",2015,1,"P",21,21,358,11,16,1,1
"2192","kahnlto01",2015,1,"P",36,0,100,3,1,0,0
"2193","kangju01",2015,1,"3B",77,54,1606,30,139,5,11
"2194","kangju01",2015,1,"SS",60,49,1278,74,146,9,40
"2195","karnsna01",2015,1,"P",27,26,441,5,13,1,0
"2196","kawasmu01",2015,1,"2B",17,8,234,9,29,0,6
"2197","kawasmu01",2015,1,"3B",3,2,54,1,4,0,0
"2198","kazmisc01",2015,1,"P",18,18,329,1,12,2,0
"2199","kazmisc01",2015,2,"P",13,13,220,3,5,5,1
"2200","kelake01",2015,1,"P",68,0,181,2,6,0,0
"2201","kellesh01",2015,1,"P",53,0,154,3,0,1,0
"2202","kellyca01",2015,1,"P",3,2,34,0,2,0,0
"2203","kellydo01",2015,1,"1B",1,0,3,0,0,0,0
"2204","kellydo01",2015,1,"3B",1,1,7,0,2,0,0
"2205","kellyjo05",2015,1,"P",25,25,403,20,23,4,1
"2206","kellyry01",2015,1,"P",17,0,50,1,2,0,0
"2207","kempma01",2015,1,"OF",149,149,3846,269,10,8,2
"2208","kendrho01",2015,1,"2B",113,112,2967,193,295,5,52
"2209","kendrky01",2015,1,"P",27,27,427,10,18,2,2
"2210","kenneia01",2015,1,"P",30,30,505,8,12,0,2
"2211","kensilo01",2015,1,"P",19,0,46,0,2,0,0
"2212","keplema01",2015,1,"OF",2,1,30,3,0,0,0
"2213","kershcl01",2015,1,"P",33,33,698,8,45,1,1
"2214","keuchda01",2015,1,"P",33,33,696,18,53,1,1
"2215","kiermke01",2015,1,"OF",149,131,3566,412,15,5,3
"2216","kimbrcr01",2015,1,"P",61,0,178,4,3,1,1
"2217","kinslia01",2015,1,"2B",153,151,3972,289,425,13,109
"2218","kintzbr01",2015,1,"P",7,0,21,1,3,0,0
"2219","kipnija01",2015,1,"2B",124,124,3248,203,311,7,69
"2220","kleinph01",2015,1,"P",11,2,52,0,1,0,0
"2221","klubeco01",2015,1,"P",32,32,666,16,25,0,2
"2222","knebeco01",2015,1,"P",48,0,151,3,8,0,0
"2223","knudsgu01",2015,1,"P",4,0,15,0,0,0,0
"2224","koehlto01",2015,1,"P",32,31,562,14,20,5,2
"2225","kohnmi01",2015,1,"P",6,0,14,0,0,0,0
"2226","kontoge01",2015,1,"P",73,0,220,4,7,0,1
"2227","kozmape01",2015,1,"1B",1,0,3,0,0,0,0
"2228","kozmape01",2015,1,"2B",17,7,196,15,24,1,5
"2229","kozmape01",2015,1,"3B",13,3,190,6,19,1,0
"2230","kozmape01",2015,1,"OF",1,0,21,1,0,0,0
"2231","kozmape01",2015,1,"SS",31,8,336,18,42,2,6
"2232","kratzer01",2015,1,"C",4,1,36,12,1,0,0
"2233","kratzer01",2015,2,"1B",2,2,42,15,0,0,2
"2234","kratzer01",2015,2,"C",3,2,57,14,1,0,1
"2235","krausma01",2015,1,"1B",4,3,84,21,2,0,1
"2236","krausma01",2015,1,"OF",1,0,3,1,0,0,0
"2237","krausma01",2015,2,"1B",4,4,99,21,2,1,1
"2238","krausma01",2015,3,"1B",12,9,245,68,7,0,11
"2239","krolia01",2015,1,"P",33,0,84,0,4,1,1
"2240","kubitky01",2015,1,"2B",2,0,6,0,0,0,0
"2241","kubitky01",2015,1,"3B",13,9,255,4,14,2,1
"2242","kubitky01",2015,1,"OF",2,1,21,0,0,0,0
"2243","lackejo01",2015,1,"P",33,33,654,20,15,2,3
"2244","ladenty01",2015,1,"2B",2,2,54,2,5,0,1
"2245","ladenty01",2015,1,"3B",1,0,6,1,0,0,0
"2246","ladenty01",2015,1,"OF",5,2,54,6,0,0,0
"2247","ladenty01",2015,1,"SS",1,0,6,1,0,0,0
"2248","laffeaa01",2015,1,"P",3,0,22,0,1,0,0
"2249","lafrobo01",2015,1,"P",11,0,24,0,0,0,0
"2250","lagarju01",2015,1,"OF",139,106,3011,282,3,2,2
"2251","lairdge01",2015,1,"C",1,1,13,3,0,0,0
"2252","lakeju01",2015,1,"OF",15,12,343,21,2,1,0
"2253","lakeju01",2015,2,"OF",6,4,111,3,0,2,0
"2254","lamarry01",2015,1,"OF",16,5,183,16,1,1,0
"2255","lambja01",2015,1,"1B",8,2,87,27,2,0,2
"2256","lambja01",2015,1,"3B",95,87,2348,47,203,7,14
"2257","lambjo02",2015,1,"P",10,10,149,0,3,0,0
"2258","lamboan01",2015,1,"OF",8,3,93,3,1,0,0
"2259","larocad01",2015,1,"1B",48,44,1178,351,27,1,43
"2260","larocad01",2015,1,"P",1,0,3,0,0,0,0
"2261","lasteto01",2015,1,"2B",14,11,264,12,33,0,4
"2262","lasteto01",2015,1,"3B",12,6,156,3,3,1,0
"2263","latosma01",2015,1,"P",16,16,265,8,10,0,1
"2264","latosma01",2015,2,"P",6,5,73,3,3,1,0
"2265","latosma01",2015,3,"P",2,0,11,1,1,0,0
"2266","lavarry01",2015,1,"C",9,8,201,55,3,1,1
"2267","lavarry01",2015,2,"1B",1,0,3,2,0,0,0
"2268","lavarry01",2015,2,"C",21,17,476,134,5,1,0
"2269","lawribr01",2015,1,"2B",42,40,1083,92,114,6,28
"2270","lawribr01",2015,1,"3B",109,106,2792,69,197,18,15
"2271","layneto01",2015,1,"P",64,0,143,5,7,0,0
"2272","lazora01",2015,1,"P",7,0,17,0,0,0,0
"2273","leakemi01",2015,1,"P",21,21,410,17,24,1,1
"2274","leakemi01",2015,2,"P",9,9,166,2,8,0,1
"2275","leathja01",2015,1,"P",17,0,35,0,2,0,0
"2276","lecursa01",2015,1,"P",19,0,60,2,2,0,0
"2277","leech01",2015,1,"P",2,0,5,0,0,0,0
"2278","leeza01",2015,1,"P",1,1,14,0,0,0,0
"2279","lemahdj01",2015,1,"2B",149,146,3852,300,452,9,120
"2280","leonar01",2015,1,"P",19,0,80,4,1,0,0
"2281","leonedo01",2015,1,"P",10,0,34,1,1,0,0
"2282","leonedo01",2015,2,"P",3,0,11,0,0,0,0
"2283","leonsa01",2015,1,"3B",1,0,3,0,0,0,0
"2284","leonsa01",2015,1,"C",37,33,918,258,28,1,4
"2285","lestejo01",2015,1,"P",32,32,615,10,17,3,1
"2286","lewisco01",2015,1,"P",33,33,614,8,10,1,0
"2287","liberad01",2015,1,"P",39,0,89,1,4,0,0
"2288","linceti01",2015,1,"P",15,15,229,3,7,0,0
"2289","lindad01",2015,1,"1B",138,134,3491,1098,82,4,124
"2290","lindgja01",2015,1,"P",7,0,21,0,1,1,0
"2291","lindofr01",2015,1,"SS",98,97,2596,132,247,10,60
"2292","liriafr01",2015,1,"P",31,31,560,5,24,1,1
"2293","lizra01",2015,1,"P",14,0,70,2,2,0,0
"2294","lobatjo01",2015,1,"C",42,38,1042,299,20,2,3
"2295","lobstky01",2015,1,"P",13,11,191,3,10,0,0
"2296","lockeje01",2015,1,"P",30,30,505,7,25,0,1
"2297","loewead01",2015,1,"P",20,0,58,1,4,1,0
"2298","loganbo02",2015,1,"P",60,0,106,0,6,0,0
"2299","lohseky01",2015,1,"P",37,22,457,8,26,1,0
"2300","lolliry01",2015,1,"OF",4,3,79,4,0,0,0
"2301","loneyja01",2015,1,"1B",101,92,2446,729,42,6,58
"2302","longoev01",2015,1,"3B",148,147,3880,109,259,9,29
"2303","lopezja02",2015,1,"P",77,0,118,4,12,0,2
"2304","lopezjo02",2015,1,"P",2,2,30,0,1,0,0
"2305","lorenmi01",2015,1,"P",27,21,340,13,11,0,3
"2306","loughda01",2015,1,"OF",77,34,1130,78,2,0,0
"2307","loupaa01",2015,1,"P",60,0,127,0,4,0,0
"2308","lowema01",2015,1,"P",34,0,108,1,2,0,0
"2309","lowema01",2015,2,"P",23,0,57,1,1,0,0
"2310","lowrije01",2015,1,"3B",47,45,1144,25,60,3,1
"2311","lowrije01",2015,1,"SS",17,16,459,21,53,0,6
"2312","lucrojo01",2015,1,"1B",7,5,129,46,1,0,6
"2313","lucrojo01",2015,1,"C",86,86,2235,627,53,8,8
"2314","luetglu01",2015,1,"P",1,0,7,0,2,0,0
"2315","lylesjo01",2015,1,"P",10,10,147,2,8,1,0
"2316","lynnla01",2015,1,"P",31,31,526,12,14,2,1
"2317","lyonsty01",2015,1,"P",17,8,180,1,9,3,0
"2318","machadi01",2015,1,"SS",24,20,539,37,56,2,14
"2319","machama01",2015,1,"3B",156,156,4103,132,337,19,38
"2320","machama01",2015,1,"SS",7,6,159,4,15,2,3
"2321","machije01",2015,1,"P",33,0,105,2,7,0,0
"2322","machije01",2015,2,"P",26,0,69,2,3,0,0
"2323","madsory01",2015,1,"P",68,0,190,6,13,0,4
"2324","mahtomi01",2015,1,"OF",36,24,677,63,1,1,1
"2325","mailelu01",2015,1,"C",15,9,266,76,5,0,1
"2326","maldoma01",2015,1,"1B",1,0,9,2,0,0,0
"2327","maldoma01",2015,1,"C",74,66,1808,561,34,9,7
"2328","manesse01",2015,1,"P",76,0,190,5,11,0,1
"2329","manshje01",2015,1,"P",32,0,118,2,4,0,0
"2330","marcush01",2015,1,"P",7,6,105,3,2,0,0
"2331","marimsu01",2015,1,"P",16,0,77,0,1,0,0
"2332","mariomi01",2015,1,"P",2,0,9,0,0,0,0
"2333","marisja01",2015,1,"OF",126,101,2769,245,8,3,3
"2334","markani01",2015,1,"OF",153,153,3991,295,4,1,0
"2335","marksma01",2015,1,"P",31,0,70,1,2,1,0
"2336","marquja01",2015,1,"P",9,9,142,4,5,0,0
"2337","marrede01",2015,1,"2B",3,1,60,1,5,0,2
"2338","marrede01",2015,1,"3B",13,10,297,3,18,1,4
"2339","marrede01",2015,1,"SS",6,1,51,3,6,0,2
"2340","marshev01",2015,1,"P",13,0,40,1,1,0,0
"2341","marteal01",2015,1,"OF",3,1,39,2,0,0,0
"2342","marteje01",2015,1,"1B",22,15,367,106,11,3,9
"2343","marteje01",2015,1,"3B",7,4,158,2,15,1,3
"2344","marteke01",2015,1,"2B",4,3,95,1,10,0,2
"2345","marteke01",2015,1,"OF",2,2,42,3,0,0,0
"2346","marteke01",2015,1,"SS",51,49,1321,64,150,9,31
"2347","martest01",2015,1,"OF",151,143,3868,205,16,2,1
"2348","martica04",2015,1,"P",31,29,539,18,26,2,3
"2349","martich02",2015,1,"P",24,0,62,3,2,0,0
"2350","martico01",2015,1,"P",21,0,65,1,1,0,0
"2351","martico01",2015,2,"P",4,2,27,1,1,0,0
"2352","martijd02",2015,1,"OF",148,147,3919,265,15,2,3
"2353","martile01",2015,1,"OF",92,71,2020,218,13,1,0
"2354","martimi02",2015,1,"3B",1,0,3,0,1,0,0
"2355","martimi02",2015,1,"OF",12,7,213,21,0,0,0
"2356","martini01",2015,1,"P",24,21,375,6,13,4,2
"2357","martira04",2015,1,"P",13,0,37,0,0,0,0
"2358","martiru01",2015,1,"2B",2,0,9,0,1,0,0
"2359","martiru01",2015,1,"C",117,113,2982,799,70,4,6
"2360","martivi01",2015,1,"1B",10,10,258,81,5,1,13
"2361","masseni01",2015,1,"P",8,0,29,1,0,0,0
"2362","masseni01",2015,2,"P",20,0,46,0,0,0,0
"2363","masteju01",2015,1,"P",18,9,178,6,8,1,1
"2364","mateoma01",2015,1,"P",26,0,81,1,2,0,0
"2365","mathije01",2015,1,"C",30,29,738,210,13,1,1
"2366","matthry01",2015,1,"P",1,0,3,0,0,0,0
"2367","matthry01",2015,2,"P",57,0,165,3,8,4,0
"2368","matusbr01",2015,1,"P",58,0,147,0,4,0,0
"2369","matzety01",2015,1,"P",5,5,66,1,4,0,1
"2370","matzst01",2015,1,"P",6,6,107,0,6,0,1
"2371","mauerjo01",2015,1,"1B",137,135,3564,1151,86,5,113
"2372","maurebr01",2015,1,"P",53,0,153,0,3,1,0
"2373","maxweju01",2015,1,"OF",79,59,1663,130,3,2,1
"2374","maybejo02",2015,1,"OF",29,23,579,57,1,0,1
"2375","maybica01",2015,1,"OF",139,126,3389,331,7,3,2
"2376","maytr01",2015,1,"P",48,16,344,5,11,2,0
"2377","mazzavi01",2015,1,"P",10,0,36,0,0,0,0
"2378","mazzoco01",2015,1,"P",8,0,26,0,0,0,0
"2379","mcallza01",2015,1,"P",61,1,207,2,3,2,0
"2380","mcbrima02",2015,1,"1B",4,4,99,33,2,0,3
"2381","mcbrima02",2015,1,"OF",5,4,90,4,0,0,0
"2382","mccanbr01",2015,1,"1B",10,0,49,12,0,0,0
"2383","mccanbr01",2015,1,"C",126,119,3127,980,69,7,5
"2384","mccanja02",2015,1,"C",112,103,2830,723,54,0,5
"2385","mccarbr01",2015,1,"P",4,4,69,1,3,0,1
"2386","mcculla02",2015,1,"P",22,22,377,11,11,1,1
"2387","mccutan01",2015,1,"OF",152,151,4124,301,7,2,2
"2388","mcfartj01",2015,1,"P",30,0,121,0,6,0,0
"2389","mcgeeja01",2015,1,"P",39,0,112,0,2,0,0
"2390","mcgehca01",2015,1,"1B",1,0,9,4,0,0,0
"2391","mcgehca01",2015,1,"3B",32,31,779,17,58,5,6
"2392","mcgehca01",2015,2,"1B",20,12,317,104,5,1,12
"2393","mcgehca01",2015,2,"3B",10,8,210,4,7,1,0
"2394","mcgousc01",2015,1,"P",6,0,20,0,1,0,0
"2395","mcgowdu01",2015,1,"P",14,1,70,1,5,0,1
"2396","mchugco01",2015,1,"P",32,32,611,13,31,1,1
"2397","mckenmi01",2015,1,"C",32,31,817,226,8,5,0
"2398","mckiran01",2015,1,"P",27,0,82,0,3,0,1
"2399","medinyo01",2015,1,"P",12,0,36,1,0,1,0
"2400","medinyo01",2015,2,"P",5,0,27,2,2,0,0
"2401","medlekr01",2015,1,"P",15,8,175,4,7,0,0
"2402","mejiaje01",2015,1,"P",7,0,22,2,0,0,0
"2403","melanma01",2015,1,"P",78,0,230,7,16,1,1
"2404","mendero01",2015,1,"P",12,0,35,1,0,0,0
"2405","mendero01",2015,2,"P",3,0,6,0,1,0,0
"2406","mercejo03",2015,1,"SS",115,108,2959,148,351,7,78
"2407","mesorde01",2015,1,"C",6,5,153,52,2,0,0
"2408","meyeral01",2015,1,"P",2,0,8,1,1,0,0
"2409","middlwi01",2015,1,"1B",2,1,24,10,0,0,0
"2410","middlwi01",2015,1,"3B",69,60,1594,53,93,7,13
"2411","middlwi01",2015,1,"SS",8,4,117,5,11,0,3
"2412","mileywa01",2015,1,"P",32,32,581,7,30,1,1
"2413","millean01",2015,1,"P",60,0,185,2,2,1,0
"2414","millebr02",2015,1,"2B",11,5,165,13,22,1,5
"2415","millebr02",2015,1,"3B",2,1,27,0,1,1,0
"2416","millebr02",2015,1,"OF",35,30,759,53,1,1,0
"2417","millebr02",2015,1,"SS",89,83,2251,109,269,14,56
"2418","milleju02",2015,1,"P",34,0,100,1,2,0,0
"2419","millesh01",2015,1,"P",33,33,616,9,22,5,3
"2420","millsbr02",2015,1,"P",1,1,15,0,0,0,0
"2421","milonto01",2015,1,"P",24,23,386,9,16,0,0
"2422","mitchbr01",2015,1,"P",20,2,89,1,3,0,0
"2423","molinya01",2015,1,"C",134,131,3449,1064,56,7,9
"2424","moneljo01",2015,1,"C",12,9,255,60,0,0,0
"2425","montafr01",2015,1,"P",7,2,45,0,1,0,0
"2426","monteje01",2015,1,"1B",27,25,567,181,5,1,18
"2427","montemi01",2015,1,"C",109,90,2475,820,55,12,3
"2428","montera01",2015,1,"P",5,1,30,2,1,0,0
